User ID,Age,Gender,Height,Interests,Looking For,Children,Education Level,Occupation,Swiping History,Frequency of Usage
203,34,Female,5.157305209,"['Sports', 'Cooking']",Marriage,Maybe,Ph.D.,Doctor,52,Weekly
204,34,Female,5.896001769,"['Music', 'Cooking', 'Movies', 'Sports']",Friendship,No,Master's Degree,Doctor,59,Daily
205,22,Female,5.778640691,"['Hiking', 'Movies', 'Reading', 'Travel', 'Sports', 'Cooking', 'Music']",Marriage,No,Master's Degree,Teacher,40,Daily
206,29,Male,5.483801991,"['Sports', 'Travel', 'Cooking', 'Movies', 'Music', 'Hiking']",Casual Dating,Maybe,Master's Degree,Teacher,82,Weekly
207,35,Female,5.575411051,"['Cooking', 'Movies', 'Travel', 'Reading']",Long-term Relationship,Yes,High School,Artist,5,Daily
208,34,Male,5.117566674,"['Hiking', 'Music', 'Cooking', 'Movies', 'Reading', 'Sports']",Friendship,Yes,Master's Degree,Social Media Influencer,41,Weekly
209,19,Female,5.020205697,"['Cooking', 'Sports']",Long-term Relationship,Maybe,Master's Degree,Engineer,88,Monthly
210,24,Male,4.895430288,"['Movies', 'Sports', 'Music']",Long-term Relationship,No,Master's Degree,Doctor,81,Monthly
211,28,Male,4.991185378,"['Movies', 'Reading']",Casual Dating,No,Bachelor's Degree,Entrepreneur,56,Monthly
212,25,Female,4.995193124,"['Sports', 'Cooking', 'Hiking', 'Travel', 'Music', 'Movies']",Marriage,Yes,Bachelor's Degree,Doctor,21,Monthly
213,26,Female,5.888419309,['Sports'],Long-term Relationship,Yes,High School,Engineer,12,Weekly
214,32,Male,5.892688914,['Movies'],Casual Dating,Yes,Bachelor's Degree,Artist,38,Monthly
215,20,Male,5.173087242,"['Music', 'Reading', 'Cooking', 'Travel']",Long-term Relationship,Maybe,Ph.D.,Engineer,43,Weekly
216,32,Male,6.022524796,"['Cooking', 'Sports']",Long-term Relationship,Yes,High School,Entrepreneur,9,Weekly
217,22,Female,5.428566144,"['Movies', 'Music', 'Sports', 'Reading', 'Travel']",Casual Dating,No,Master's Degree,Student,36,Weekly
218,29,Female,5.071763493,['Cooking'],Casual Dating,Yes,Bachelor's Degree,Business Owner,83,Weekly
219,23,Female,4.840057718,"['Travel', 'Movies', 'Music', 'Hiking']",Casual Dating,No,Ph.D.,Business Owner,23,Monthly
220,25,Female,5.37964295,"['Movies', 'Travel']",Friendship,No,Bachelor's Degree,Entrepreneur,72,Daily
221,34,Male,5.428406052,"['Music', 'Reading', 'Cooking', 'Hiking']",Casual Dating,Maybe,Bachelor's Degree,Artist,43,Monthly
222,31,Female,5.526686397,"['Movies', 'Reading']",Casual Dating,No,Ph.D.,Entrepreneur,38,Monthly
223,35,Female,5.359643124,"['Music', 'Hiking', 'Sports', 'Travel']",Long-term Relationship,No,Ph.D.,Teacher,95,Weekly
224,24,Male,5.286644908,"['Music', 'Travel']",Friendship,No,Ph.D.,Engineer,20,Daily
225,33,Male,5.710349951,"['Cooking', 'Reading', 'Music', 'Hiking', 'Movies']",Marriage,Yes,Ph.D.,Student,53,Weekly
226,31,Male,5.693267155,"['Travel', 'Hiking', 'Reading', 'Movies', 'Sports', 'Cooking', 'Music']",Casual Dating,No,Bachelor's Degree,Artist,83,Weekly
227,33,Female,5.537310038,"['Hiking', 'Sports', 'Travel', 'Reading', 'Movies', 'Cooking', 'Music']",Marriage,No,High School,Doctor,18,Monthly
228,23,Female,6.08849682,"['Travel', 'Movies', 'Hiking', 'Cooking', 'Sports', 'Reading']",Long-term Relationship,Yes,Master's Degree,Doctor,27,Weekly
229,23,Male,5.536646678,"['Hiking', 'Reading', 'Cooking', 'Travel']",Marriage,No,Bachelor's Degree,Entrepreneur,63,Weekly
230,20,Male,4.956077483,['Music'],Long-term Relationship,Maybe,Bachelor's Degree,Business Owner,58,Daily
231,35,Male,5.66997681,"['Sports', 'Music', 'Reading', 'Travel', 'Cooking', 'Movies', 'Hiking']",Friendship,Maybe,High School,Entrepreneur,46,Weekly
232,27,Female,5.449691347,"['Hiking', 'Movies', 'Travel', 'Reading', 'Music', 'Sports']",Casual Dating,Yes,Bachelor's Degree,Business Owner,48,Weekly
233,34,Male,5.824791419,"['Cooking', 'Hiking']",Casual Dating,Maybe,Master's Degree,Artist,55,Weekly
234,28,Male,5.805759132,"['Cooking', 'Hiking', 'Movies', 'Travel', 'Music']",Casual Dating,Yes,Ph.D.,Business Owner,51,Weekly
235,20,Female,5.592903653,"['Reading', 'Sports']",Marriage,No,Master's Degree,Teacher,77,Monthly
236,24,Female,5.996961,['Music'],Marriage,Yes,Ph.D.,Engineer,91,Weekly
237,31,Male,5.483870065,"['Hiking', 'Travel']",Friendship,Maybe,Bachelor's Degree,Doctor,100,Weekly
238,19,Male,5.767917925,"['Travel', 'Reading', 'Sports']",Long-term Relationship,No,High School,Teacher,19,Monthly
239,31,Male,6.079904608,"['Sports', 'Music', 'Cooking', 'Hiking', 'Reading', 'Travel', 'Movies']",Marriage,Maybe,Bachelor's Degree,Doctor,26,Daily
240,27,Female,4.939965996,"['Travel', 'Reading', 'Music', 'Movies']",Casual Dating,Yes,Bachelor's Degree,Business Owner,77,Weekly
241,21,Female,5.243419849,"['Travel', 'Reading', 'Music', 'Hiking']",Friendship,Yes,High School,Artist,80,Daily
242,35,Male,6.004320592,"['Cooking', 'Sports', 'Music', 'Hiking', 'Reading', 'Travel', 'Movies']",Long-term Relationship,No,Master's Degree,Engineer,56,Weekly
243,27,Female,6.060979936,"['Hiking', 'Travel', 'Cooking', 'Music']",Casual Dating,Maybe,High School,Student,2,Daily
244,31,Male,5.956791074,"['Reading', 'Music', 'Movies', 'Cooking', 'Travel', 'Sports', 'Hiking']",Marriage,Yes,High School,Business Owner,40,Monthly
245,23,Female,5.266163951,"['Movies', 'Sports', 'Hiking', 'Music', 'Travel']",Casual Dating,Yes,Bachelor's Degree,Artist,85,Monthly
246,23,Female,4.822784639,"['Cooking', 'Hiking']",Long-term Relationship,Maybe,High School,Doctor,38,Daily
247,27,Male,5.933244393,"['Hiking', 'Sports', 'Cooking', 'Reading']",Long-term Relationship,Maybe,High School,Student,21,Daily
248,23,Female,4.980607982,"['Music', 'Movies', 'Reading', 'Cooking', 'Travel']",Long-term Relationship,Yes,Ph.D.,Entrepreneur,30,Monthly
249,34,Female,5.242814351,"['Cooking', 'Music', 'Travel', 'Reading']",Casual Dating,Maybe,Ph.D.,Teacher,39,Daily
250,25,Female,5.697726393,"['Travel', 'Cooking']",Casual Dating,Maybe,High School,Student,50,Weekly
251,21,Male,6.062549866,"['Travel', 'Reading', 'Movies', 'Hiking', 'Music', 'Cooking']",Marriage,No,Bachelor's Degree,Business Owner,66,Daily
252,34,Male,5.077338823,"['Movies', 'Travel', 'Sports', 'Hiking', 'Cooking', 'Reading']",Long-term Relationship,No,Master's Degree,Artist,42,Daily
253,21,Male,5.079396047,"['Travel', 'Sports', 'Movies', 'Hiking']",Casual Dating,Yes,Bachelor's Degree,Business Owner,96,Daily
254,25,Male,6.056043731,"['Cooking', 'Sports']",Long-term Relationship,Maybe,Bachelor's Degree,Teacher,60,Daily
255,27,Female,5.042910215,"['Cooking', 'Hiking', 'Music', 'Travel']",Long-term Relationship,Maybe,Ph.D.,Business Owner,2,Monthly
256,26,Male,5.608115379,"['Reading', 'Music', 'Sports']",Friendship,Maybe,Ph.D.,Artist,72,Weekly
257,22,Female,4.943380426,['Sports'],Long-term Relationship,No,Bachelor's Degree,Engineer,1,Monthly
258,29,Male,5.663725561,['Sports'],Marriage,Yes,Bachelor's Degree,Social Media Influencer,18,Monthly
259,28,Male,5.258613652,['Reading'],Casual Dating,No,High School,Doctor,23,Weekly
260,23,Male,5.093497784,"['Movies', 'Reading', 'Hiking', 'Music', 'Sports']",Casual Dating,Yes,Master's Degree,Artist,10,Daily
261,32,Female,5.211934831,"['Sports', 'Music', 'Hiking', 'Reading']",Long-term Relationship,No,Bachelor's Degree,Engineer,53,Weekly
262,33,Male,5.999573314,"['Travel', 'Sports', 'Movies', 'Hiking', 'Reading']",Friendship,Yes,Bachelor's Degree,Entrepreneur,4,Weekly
263,22,Male,5.340266375,"['Music', 'Hiking']",Casual Dating,Maybe,Master's Degree,Teacher,24,Daily
264,32,Female,5.416847607,"['Hiking', 'Sports', 'Music', 'Reading', 'Travel', 'Cooking']",Long-term Relationship,Yes,Bachelor's Degree,Teacher,31,Monthly
265,19,Female,5.730608517,"['Movies', 'Music', 'Travel']",Friendship,Maybe,Ph.D.,Doctor,21,Weekly
266,24,Male,5.124974855,"['Sports', 'Movies', 'Hiking', 'Music', 'Cooking', 'Reading']",Casual Dating,No,Bachelor's Degree,Doctor,81,Daily
267,21,Male,5.080547844,"['Sports', 'Cooking', 'Music', 'Travel', 'Hiking', 'Reading', 'Movies']",Friendship,Yes,Ph.D.,Artist,1,Daily
268,24,Male,5.135093361,"['Reading', 'Hiking', 'Sports', 'Travel']",Friendship,Yes,Ph.D.,Student,65,Weekly
269,34,Female,5.524780629,"['Travel', 'Music', 'Reading', 'Hiking']",Marriage,Yes,Bachelor's Degree,Business Owner,76,Weekly
270,21,Male,5.330753042,"['Music', 'Sports', 'Travel', 'Hiking', 'Cooking', 'Movies']",Casual Dating,Maybe,Master's Degree,Entrepreneur,67,Monthly
271,19,Female,4.982481289,"['Hiking', 'Sports']",Casual Dating,No,High School,Teacher,19,Weekly
272,33,Female,5.60507198,"['Travel', 'Cooking', 'Sports', 'Reading']",Casual Dating,Maybe,Bachelor's Degree,Teacher,3,Daily
273,18,Female,5.773902414,"['Travel', 'Reading']",Casual Dating,Yes,Master's Degree,Teacher,37,Weekly
274,29,Male,5.405508529,"['Reading', 'Movies', 'Travel', 'Music', 'Hiking', 'Cooking', 'Sports']",Friendship,No,Bachelor's Degree,Doctor,96,Weekly
275,26,Male,5.092091101,"['Music', 'Reading', 'Movies', 'Travel', 'Sports']",Friendship,No,Bachelor's Degree,Entrepreneur,81,Weekly
276,24,Female,5.397951753,"['Travel', 'Sports', 'Hiking', 'Reading', 'Music', 'Cooking']",Casual Dating,Yes,Master's Degree,Social Media Influencer,98,Monthly
277,22,Male,5.514587963,"['Cooking', 'Movies', 'Sports', 'Travel', 'Music']",Long-term Relationship,Yes,Ph.D.,Engineer,33,Daily
278,22,Male,5.122042587,"['Sports', 'Hiking', 'Music']",Friendship,Yes,Ph.D.,Teacher,10,Daily
279,24,Male,5.162227209,"['Reading', 'Movies', 'Hiking', 'Travel', 'Sports', 'Cooking', 'Music']",Marriage,Yes,Master's Degree,Business Owner,52,Weekly
280,29,Male,5.022336945,"['Travel', 'Hiking', 'Music', 'Sports', 'Reading', 'Cooking', 'Movies']",Friendship,Maybe,Bachelor's Degree,Student,29,Monthly
281,26,Female,5.91570325,['Hiking'],Casual Dating,Maybe,Bachelor's Degree,Social Media Influencer,82,Weekly
282,20,Male,5.121627462,['Sports'],Friendship,Yes,Bachelor's Degree,Engineer,25,Weekly
283,29,Male,4.820979091,"['Travel', 'Movies', 'Reading', 'Music', 'Cooking']",Marriage,Maybe,High School,Artist,95,Weekly
284,30,Male,6.008917608,"['Travel', 'Sports', 'Movies', 'Music', 'Cooking', 'Reading', 'Hiking']",Long-term Relationship,Maybe,Bachelor's Degree,Business Owner,55,Weekly
285,21,Male,5.805488557,"['Sports', 'Hiking']",Casual Dating,Maybe,High School,Entrepreneur,78,Monthly
286,24,Female,4.856047889,"['Music', 'Movies', 'Hiking', 'Sports', 'Reading', 'Travel']",Marriage,Maybe,Ph.D.,Social Media Influencer,10,Daily
287,34,Female,5.670120248,"['Reading', 'Hiking', 'Cooking', 'Music', 'Movies', 'Travel', 'Sports']",Friendship,Yes,Ph.D.,Social Media Influencer,98,Daily
288,35,Male,6.027808209,"['Travel', 'Music', 'Sports', 'Cooking', 'Reading', 'Hiking']",Casual Dating,Yes,Ph.D.,Entrepreneur,88,Daily
289,31,Male,5.71618161,"['Sports', 'Hiking', 'Movies']",Casual Dating,Maybe,Master's Degree,Social Media Influencer,61,Weekly
290,29,Female,6.059507279,"['Hiking', 'Music', 'Sports', 'Movies', 'Travel']",Marriage,No,Ph.D.,Teacher,40,Weekly
291,22,Female,5.250842815,"['Cooking', 'Movies', 'Travel', 'Reading', 'Music', 'Hiking']",Long-term Relationship,Maybe,Ph.D.,Teacher,89,Weekly
292,19,Male,4.814276847,"['Cooking', 'Reading', 'Travel', 'Sports', 'Hiking', 'Movies']",Long-term Relationship,Yes,Master's Degree,Social Media Influencer,79,Daily
293,21,Female,5.321483794,['Movies'],Casual Dating,Maybe,High School,Business Owner,72,Daily
294,33,Female,4.961832936,"['Cooking', 'Music', 'Hiking', 'Movies']",Long-term Relationship,No,Bachelor's Degree,Social Media Influencer,40,Daily
295,34,Female,4.884098149,"['Sports', 'Reading', 'Cooking', 'Hiking', 'Movies']",Long-term Relationship,No,High School,Student,32,Weekly
296,34,Male,5.860086518,"['Travel', 'Hiking', 'Music', 'Sports', 'Cooking']",Long-term Relationship,Maybe,Bachelor's Degree,Student,90,Daily
297,28,Male,5.4440119,"['Travel', 'Reading', 'Movies', 'Cooking', 'Hiking']",Friendship,No,Ph.D.,Social Media Influencer,82,Daily
298,27,Male,5.123087942,"['Hiking', 'Cooking']",Casual Dating,Maybe,Ph.D.,Social Media Influencer,22,Weekly
299,20,Female,5.7704237,"['Travel', 'Cooking', 'Movies', 'Hiking', 'Reading', 'Music']",Long-term Relationship,Maybe,Master's Degree,Doctor,67,Daily
300,29,Female,5.199828586,"['Cooking', 'Reading', 'Music', 'Hiking', 'Travel', 'Sports', 'Movies']",Friendship,Yes,High School,Engineer,73,Daily
301,34,Male,5.698671292,"['Music', 'Cooking']",Friendship,No,High School,Doctor,100,Daily
302,30,Female,5.750677678,"['Cooking', 'Music', 'Movies']",Casual Dating,Yes,High School,Doctor,31,Daily
303,28,Male,5.486238849,"['Hiking', 'Music', 'Cooking', 'Movies']",Friendship,Yes,High School,Doctor,44,Weekly
304,23,Male,5.194441122,['Movies'],Friendship,No,Bachelor's Degree,Student,41,Weekly
305,24,Male,5.391177305,['Sports'],Long-term Relationship,No,Master's Degree,Student,41,Daily
306,28,Female,5.658286612,"['Reading', 'Hiking', 'Cooking', 'Music', 'Movies', 'Travel', 'Sports']",Marriage,Yes,Master's Degree,Artist,66,Daily
307,21,Male,5.637669873,"['Travel', 'Reading']",Long-term Relationship,No,Master's Degree,Artist,8,Daily
308,26,Male,5.856969607,"['Reading', 'Hiking', 'Music', 'Movies']",Casual Dating,No,Master's Degree,Teacher,41,Monthly
309,26,Female,5.903958589,"['Movies', 'Cooking']",Long-term Relationship,Maybe,High School,Business Owner,59,Weekly
310,35,Female,5.109899345,['Movies'],Long-term Relationship,Maybe,Bachelor's Degree,Engineer,89,Weekly
311,24,Female,5.555548923,['Hiking'],Friendship,Yes,Master's Degree,Engineer,90,Daily
312,32,Male,6.084900007,"['Hiking', 'Music', 'Cooking', 'Reading', 'Travel']",Casual Dating,Yes,Bachelor's Degree,Entrepreneur,40,Monthly
313,20,Male,5.352470025,"['Movies', 'Reading', 'Travel', 'Music', 'Hiking']",Friendship,No,Master's Degree,Doctor,22,Monthly
314,33,Female,5.366572766,"['Music', 'Sports', 'Travel']",Friendship,Yes,High School,Business Owner,26,Weekly
315,21,Male,5.715363214,"['Travel', 'Sports', 'Music']",Long-term Relationship,No,Master's Degree,Doctor,66,Weekly
316,32,Female,5.620802824,"['Movies', 'Hiking', 'Music', 'Reading', 'Cooking', 'Sports', 'Travel']",Friendship,Yes,Master's Degree,Business Owner,47,Monthly
317,27,Female,5.762046927,"['Cooking', 'Travel']",Marriage,Maybe,Master's Degree,Business Owner,75,Monthly
318,26,Male,4.865860265,"['Travel', 'Hiking', 'Music', 'Sports', 'Movies', 'Cooking']",Casual Dating,Yes,Bachelor's Degree,Doctor,19,Weekly
319,24,Female,5.119151669,['Music'],Marriage,Maybe,High School,Teacher,21,Monthly
320,19,Female,4.959943329,"['Sports', 'Music', 'Movies', 'Hiking', 'Reading']",Friendship,Yes,Ph.D.,Entrepreneur,82,Weekly
321,20,Male,5.633222379,"['Sports', 'Reading', 'Cooking', 'Travel', 'Movies', 'Hiking', 'Music']",Casual Dating,Yes,Master's Degree,Teacher,90,Monthly
322,20,Female,5.954095645,"['Sports', 'Music', 'Hiking', 'Travel', 'Cooking']",Friendship,Maybe,Master's Degree,Student,28,Monthly
323,30,Male,4.947813539,"['Hiking', 'Travel', 'Movies', 'Reading', 'Sports', 'Cooking', 'Music']",Marriage,No,Bachelor's Degree,Student,57,Weekly
324,25,Female,5.036950362,"['Sports', 'Music']",Marriage,Yes,High School,Teacher,86,Daily
325,31,Female,5.393025548,"['Reading', 'Cooking']",Casual Dating,No,Ph.D.,Business Owner,46,Weekly
326,21,Male,5.460407667,"['Travel', 'Reading', 'Hiking', 'Sports', 'Cooking']",Long-term Relationship,No,Bachelor's Degree,Social Media Influencer,26,Monthly
327,32,Female,4.918010006,"['Cooking', 'Sports', 'Music']",Friendship,No,Bachelor's Degree,Engineer,22,Monthly
328,18,Female,6.088088387,['Hiking'],Friendship,Yes,Ph.D.,Artist,8,Daily
329,31,Male,5.337728375,"['Reading', 'Hiking']",Marriage,Maybe,Bachelor's Degree,Teacher,35,Monthly
330,19,Female,5.563989224,['Cooking'],Friendship,Yes,Ph.D.,Artist,17,Monthly
331,26,Male,5.28695252,"['Cooking', 'Travel', 'Hiking', 'Movies', 'Music']",Friendship,Yes,Master's Degree,Artist,53,Daily
332,28,Female,5.129517339,"['Sports', 'Reading', 'Music', 'Cooking', 'Travel', 'Movies', 'Hiking']",Long-term Relationship,No,High School,Entrepreneur,58,Weekly
333,32,Female,5.901120533,"['Hiking', 'Cooking', 'Reading', 'Movies', 'Sports', 'Travel']",Marriage,Maybe,Bachelor's Degree,Business Owner,53,Daily
334,33,Male,5.071891524,['Hiking'],Casual Dating,No,High School,Social Media Influencer,70,Weekly
335,33,Male,5.301561245,['Cooking'],Marriage,Yes,Ph.D.,Student,81,Weekly
336,34,Female,5.220555377,"['Hiking', 'Music', 'Movies', 'Cooking', 'Travel']",Friendship,Yes,Ph.D.,Entrepreneur,81,Daily
337,34,Female,5.318382806,"['Music', 'Cooking']",Marriage,Yes,Ph.D.,Entrepreneur,61,Daily
338,19,Male,5.336495574,"['Movies', 'Reading', 'Travel', 'Cooking']",Casual Dating,No,Bachelor's Degree,Doctor,0,Monthly
339,18,Male,5.775163163,"['Hiking', 'Travel', 'Sports', 'Movies']",Friendship,Maybe,Ph.D.,Student,86,Daily
340,28,Female,4.93001138,"['Reading', 'Cooking', 'Travel']",Casual Dating,No,Master's Degree,Teacher,27,Daily
341,31,Female,4.882197496,"['Sports', 'Hiking', 'Movies', 'Music', 'Cooking']",Marriage,Maybe,Ph.D.,Entrepreneur,85,Weekly
342,25,Male,5.910725978,"['Reading', 'Movies']",Marriage,No,High School,Engineer,64,Monthly
343,19,Male,5.986398863,"['Music', 'Travel', 'Movies', 'Cooking', 'Reading', 'Hiking']",Casual Dating,No,Bachelor's Degree,Business Owner,56,Daily
344,18,Female,5.799022568,"['Reading', 'Music', 'Sports', 'Travel', 'Movies', 'Cooking', 'Hiking']",Marriage,Yes,Ph.D.,Student,100,Weekly
345,30,Male,5.038961498,"['Travel', 'Movies', 'Cooking', 'Reading']",Casual Dating,Yes,High School,Entrepreneur,2,Daily
346,25,Male,5.113445757,"['Hiking', 'Travel', 'Reading', 'Movies']",Friendship,Yes,High School,Engineer,3,Daily
347,26,Female,4.884820555,"['Sports', 'Movies']",Long-term Relationship,No,Ph.D.,Teacher,47,Daily
348,34,Male,5.162213388,['Sports'],Friendship,No,Master's Degree,Engineer,9,Monthly
349,29,Female,5.477402986,"['Reading', 'Travel']",Casual Dating,Maybe,High School,Teacher,15,Daily
350,23,Male,5.724484191,"['Music', 'Reading', 'Hiking']",Friendship,Maybe,Ph.D.,Student,100,Monthly
351,27,Female,4.835711482,"['Reading', 'Sports', 'Travel']",Marriage,Maybe,Master's Degree,Engineer,31,Monthly
352,33,Male,5.116988742,"['Travel', 'Hiking', 'Music', 'Cooking', 'Sports', 'Reading']",Friendship,Yes,High School,Business Owner,18,Weekly
353,19,Male,4.986398383,"['Reading', 'Sports']",Marriage,Maybe,Bachelor's Degree,Student,0,Daily
354,35,Male,4.943921999,"['Movies', 'Reading', 'Hiking']",Marriage,Maybe,High School,Teacher,76,Monthly
355,33,Female,5.833852818,"['Travel', 'Music', 'Hiking', 'Sports']",Marriage,Yes,Ph.D.,Teacher,67,Monthly
356,18,Male,4.807386363,"['Sports', 'Cooking', 'Music', 'Reading', 'Hiking', 'Travel']",Long-term Relationship,Yes,Master's Degree,Business Owner,36,Daily
357,19,Female,5.27308576,"['Cooking', 'Travel', 'Reading']",Friendship,No,Bachelor's Degree,Entrepreneur,59,Daily
358,25,Male,5.571340947,"['Cooking', 'Travel', 'Reading']",Friendship,Yes,High School,Business Owner,98,Weekly
359,23,Female,5.150213099,"['Music', 'Cooking']",Long-term Relationship,Maybe,Bachelor's Degree,Student,48,Weekly
360,25,Female,4.901019235,"['Music', 'Reading', 'Cooking', 'Hiking', 'Sports']",Long-term Relationship,No,High School,Teacher,68,Monthly
361,32,Female,5.636054777,"['Cooking', 'Travel', 'Sports', 'Reading', 'Movies', 'Music', 'Hiking']",Friendship,Yes,Bachelor's Degree,Social Media Influencer,25,Weekly
362,26,Female,6.07494064,"['Movies', 'Music']",Long-term Relationship,No,High School,Artist,47,Daily
363,31,Female,5.256868021,['Travel'],Friendship,Yes,High School,Social Media Influencer,64,Daily
364,35,Female,5.948386657,"['Travel', 'Sports']",Long-term Relationship,No,Ph.D.,Entrepreneur,23,Monthly
365,35,Male,4.852049088,"['Cooking', 'Reading', 'Hiking', 'Movies', 'Travel']",Marriage,Maybe,Bachelor's Degree,Teacher,11,Weekly
366,29,Female,4.995185361,['Movies'],Long-term Relationship,No,Master's Degree,Business Owner,19,Monthly
367,32,Female,5.879703074,"['Movies', 'Hiking', 'Reading', 'Sports', 'Music']",Casual Dating,No,Bachelor's Degree,Social Media Influencer,17,Daily
368,26,Female,5.220768511,"['Reading', 'Cooking', 'Movies', 'Music', 'Hiking', 'Travel']",Friendship,No,Ph.D.,Teacher,10,Monthly
369,34,Female,5.568867346,"['Sports', 'Cooking', 'Music', 'Travel', 'Reading']",Long-term Relationship,Maybe,Bachelor's Degree,Social Media Influencer,44,Daily
370,18,Male,5.964180263,"['Reading', 'Hiking', 'Music', 'Travel', 'Movies', 'Sports', 'Cooking']",Long-term Relationship,Yes,Bachelor's Degree,Student,86,Monthly
371,35,Female,5.226599408,"['Movies', 'Travel', 'Hiking', 'Reading']",Friendship,Maybe,Master's Degree,Artist,32,Daily
372,33,Male,5.753790655,"['Movies', 'Travel', 'Cooking']",Marriage,Yes,Master's Degree,Entrepreneur,69,Monthly
373,21,Male,5.674439366,"['Reading', 'Travel']",Marriage,Yes,Ph.D.,Teacher,97,Monthly
374,23,Female,5.724456145,"['Movies', 'Sports', 'Reading']",Long-term Relationship,Maybe,Bachelor's Degree,Student,89,Monthly
375,20,Female,4.98167904,"['Reading', 'Cooking', 'Hiking']",Casual Dating,Yes,Ph.D.,Artist,58,Monthly
376,25,Male,5.87648584,['Travel'],Friendship,Yes,High School,Business Owner,38,Monthly
377,26,Male,5.937479067,['Reading'],Friendship,Maybe,Master's Degree,Artist,99,Weekly
378,32,Female,5.35626766,"['Movies', 'Sports', 'Travel', 'Music']",Long-term Relationship,Maybe,Master's Degree,Engineer,97,Daily
379,23,Male,5.295849431,"['Travel', 'Sports', 'Reading', 'Music', 'Cooking']",Casual Dating,Maybe,Ph.D.,Social Media Influencer,50,Weekly
380,22,Male,5.15854676,"['Music', 'Cooking', 'Sports']",Marriage,No,High School,Entrepreneur,18,Daily
381,34,Male,5.506649191,"['Hiking', 'Reading', 'Sports', 'Movies', 'Travel']",Long-term Relationship,No,Bachelor's Degree,Business Owner,74,Weekly
382,31,Female,5.827281925,"['Movies', 'Travel', 'Hiking', 'Cooking']",Long-term Relationship,Maybe,Master's Degree,Social Media Influencer,69,Monthly
383,28,Male,6.020036732,"['Hiking', 'Cooking', 'Movies', 'Reading', 'Music']",Friendship,Yes,High School,Business Owner,84,Monthly
384,34,Female,5.814589086,"['Sports', 'Movies']",Casual Dating,Maybe,Ph.D.,Artist,22,Daily
385,32,Female,5.396885033,"['Movies', 'Reading', 'Travel', 'Sports', 'Cooking']",Friendship,Yes,Ph.D.,Engineer,59,Weekly
386,30,Female,5.927460775,"['Hiking', 'Reading']",Long-term Relationship,No,High School,Artist,47,Monthly
387,23,Female,5.876620998,"['Reading', 'Sports', 'Music', 'Travel']",Marriage,Yes,High School,Student,51,Weekly
388,18,Male,4.907468266,"['Music', 'Hiking', 'Movies', 'Sports', 'Cooking', 'Reading']",Casual Dating,No,Master's Degree,Student,38,Monthly
389,33,Male,5.955841565,"['Reading', 'Movies', 'Sports', 'Cooking', 'Music', 'Travel']",Casual Dating,Maybe,Master's Degree,Business Owner,10,Weekly
390,23,Male,4.894704938,"['Reading', 'Hiking', 'Sports', 'Music', 'Cooking']",Marriage,No,Master's Degree,Student,59,Weekly
391,27,Female,5.669972936,"['Music', 'Travel', 'Movies', 'Hiking', 'Cooking', 'Reading']",Friendship,No,Bachelor's Degree,Social Media Influencer,64,Daily
392,33,Female,5.15579569,"['Travel', 'Sports', 'Hiking', 'Music']",Long-term Relationship,Yes,Master's Degree,Teacher,63,Monthly
393,34,Male,5.52074262,"['Music', 'Hiking']",Long-term Relationship,Yes,Bachelor's Degree,Social Media Influencer,29,Daily
394,19,Male,5.595356363,"['Sports', 'Reading', 'Music', 'Hiking', 'Travel']",Casual Dating,No,High School,Artist,8,Weekly
395,31,Male,5.057955617,"['Reading', 'Travel', 'Cooking', 'Sports', 'Movies']",Marriage,No,High School,Doctor,31,Monthly
396,24,Male,5.539935244,['Reading'],Marriage,Yes,Ph.D.,Social Media Influencer,45,Daily
397,32,Female,5.436224655,"['Reading', 'Sports', 'Travel']",Casual Dating,Maybe,Master's Degree,Student,11,Weekly
398,18,Male,5.147421881,"['Cooking', 'Reading', 'Sports', 'Movies', 'Hiking', 'Travel', 'Music']",Casual Dating,Yes,Master's Degree,Social Media Influencer,52,Daily
399,28,Male,5.329771249,"['Music', 'Sports', 'Travel', 'Hiking', 'Reading', 'Movies']",Casual Dating,Maybe,Master's Degree,Doctor,68,Weekly
400,24,Female,6.050624407,"['Travel', 'Hiking', 'Music']",Casual Dating,Maybe,High School,Social Media Influencer,48,Weekly
401,29,Female,5.022331808,"['Movies', 'Reading', 'Music', 'Sports', 'Hiking']",Casual Dating,Yes,High School,Artist,38,Daily
402,30,Female,5.968499704,"['Travel', 'Cooking', 'Reading', 'Movies']",Marriage,Maybe,Bachelor's Degree,Social Media Influencer,8,Weekly
403,34,Male,5.002235402,['Music'],Casual Dating,Yes,Master's Degree,Student,23,Weekly
404,30,Male,5.142763428,"['Hiking', 'Music', 'Reading', 'Travel']",Marriage,No,Bachelor's Degree,Engineer,76,Daily
405,33,Female,6.084591009,['Cooking'],Marriage,No,Master's Degree,Social Media Influencer,47,Monthly
406,29,Male,5.416503562,"['Reading', 'Cooking', 'Music', 'Sports', 'Hiking']",Casual Dating,Maybe,High School,Business Owner,89,Daily
407,21,Male,5.113810399,['Travel'],Friendship,Yes,Bachelor's Degree,Entrepreneur,42,Monthly
408,33,Male,5.225140384,"['Movies', 'Travel', 'Hiking']",Casual Dating,Yes,High School,Doctor,55,Daily
409,27,Female,5.101953572,"['Movies', 'Reading', 'Sports', 'Cooking', 'Music', 'Hiking', 'Travel']",Casual Dating,Yes,Bachelor's Degree,Social Media Influencer,2,Weekly
